property_name,display_name,is_network,parent_network,segments,report_month,month_label,year,month_num,quarter,quarter_label,financial_year,unique_users,prev_month_uu,prev_quarter_uu,prev_year_uu,mom_pct,mom_abs,qoq_pct,qoq_abs,yoy_pct,yoy_abs,rank_in_segment,data_source
Aaj Tak,Aaj Tak,False,India Today Group,Hindi,2021-04-01,Apr'21,2021,4,2,2021-Q2,FY2021-2022,62.74537,,,,,,,,,,3,excel_previous
Aaj Tak,Aaj Tak,False,India Today Group,Hindi,2021-05-01,May'21,2021,5,2,2021-Q2,FY2021-2022,79.01,62.74537,,,25.92,16.265,,,,,5,excel_previous
Aaj Tak,Aaj Tak,False,India Today Group,Hindi,2021-06-01,Jun'21,2021,6,2,2021-Q2,FY2021-2022,71.79,79.01,,,-9.14,-7.22,,,,,3,excel_previous
Aaj Tak,Aaj Tak,False,India Today Group,Hindi,2021-07-01,Jul'21,2021,7,3,2021-Q3,FY2021-2022,82.28,71.79,62.74537,,14.61,10.49,31.13,19.535,,,3,excel_previous
Aaj Tak,Aaj Tak,False,India Today Group,Hindi,2021-09-01,Sep'21,2021,9,3,2021-Q3,FY2021-2022,90.89,,71.79,,,,26.61,19.1,,,2,excel_previous
Aaj Tak,Aaj Tak,False,India Today Group,Hindi,2021-10-01,Oct'21,2021,10,4,2021-Q4,FY2021-2022,93.63,90.89,82.28,,3.01,2.74,13.79,11.35,,,2,excel_previous
Aaj Tak,Aaj Tak,False,India Today Group,Hindi,2021-11-01,Nov'21,2021,11,4,2021-Q4,FY2021-2022,95.92,93.63,,,2.45,2.29,,,,,1,excel_previous
Aaj Tak,Aaj Tak,False,India Today Group,Hindi,2021-12-01,Dec'21,2021,12,4,2021-Q4,FY2021-2022,75.76,95.92,90.89,,-21.02,-20.16,-16.65,-15.13,,,3,excel_previous
Aaj Tak,Aaj Tak,False,India Today Group,Hindi,2022-01-01,Jan'22,2022,1,1,2022-Q1,FY2021-2022,73.915,75.76,93.63,,-2.44,-1.845,-21.06,-19.715,,,2,excel_previous
Aaj Tak,Aaj Tak,False,India Today Group,Hindi,2022-02-01,Feb'22,2022,2,1,2022-Q1,FY2021-2022,69.572,73.915,95.92,,-5.88,-4.343,-27.47,-26.348,,,3,excel_previous
Aaj Tak,Aaj Tak,False,India Today Group,Hindi,2022-03-01,Mar'22,2022,3,1,2022-Q1,FY2021-2022,72.162,69.572,75.76,,3.72,2.59,-4.75,-3.598,,,3,excel_previous
Aaj Tak,Aaj Tak,False,India Today Group,Hindi,2022-04-01,Apr'22,2022,4,2,2022-Q2,FY2022-2023,65.943,72.162,73.915,62.74537,-8.62,-6.219,-10.79,-7.972,5.1,3.198,2,excel_previous
Aaj Tak,Aaj Tak,False,India Today Group,Hindi,2022-05-01,May'22,2022,5,2,2022-Q2,FY2022-2023,66.545,65.943,69.572,79.01,0.91,0.602,-4.35,-3.027,-15.78,-12.465,2,excel_previous
Aaj Tak,Aaj Tak,False,India Today Group,Hindi,2022-06-01,Jun'22,2022,6,2,2022-Q2,FY2022-2023,76.452,66.545,72.162,71.79,14.89,9.907,5.94,4.29,6.49,4.662,1,excel_previous
Aaj Tak,Aaj Tak,False,India Today Group,Hindi,2022-07-01,Jul'22,2022,7,3,2022-Q3,FY2022-2023,72.885,76.452,65.943,82.28,-4.67,-3.567,10.53,6.942,-11.42,-9.395,2,excel_previous
Aaj Tak,Aaj Tak,False,India Today Group,Hindi,2022-08-01,Aug'22,2022,8,3,2022-Q3,FY2022-2023,76.198,72.885,66.545,,4.55,3.313,14.51,9.653,,,2,excel_previous
Aaj Tak,Aaj Tak,False,India Today Group,Hindi,2022-09-01,Sep'22,2022,9,3,2022-Q3,FY2022-2023,70.693,76.198,76.452,90.89,-7.22,-5.505,-7.53,-5.759,-22.22,-20.197,2,excel_previous
Aaj Tak,Aaj Tak,False,India Today Group,Hindi,2022-10-01,Oct'22,2022,10,4,2022-Q4,FY2022-2023,69.151,70.693,72.885,93.63,-2.18,-1.542,-5.12,-3.734,-26.14,-24.479,2,excel_previous
Aaj Tak,Aaj Tak,False,India Today Group,Hindi,2022-11-01,Nov'22,2022,11,4,2022-Q4,FY2022-2023,56.817,69.151,76.198,95.92,-17.84,-12.334,-25.44,-19.381,-40.77,-39.103,3,excel_previous
Aaj Tak,Aaj Tak,False,India Today Group,Hindi,2022-12-01,Dec'22,2022,12,4,2022-Q4,FY2022-2023,60.409,56.817,70.693,75.76,6.32,3.592,-14.55,-10.284,-20.26,-15.351,3,excel_previous
Aaj Tak,Aaj Tak,False,India Today Group,Hindi,2023-01-01,Jan'23,2023,1,1,2023-Q1,FY2022-2023,66.438,60.409,69.151,73.915,9.98,6.029,-3.92,-2.713,-10.12,-7.477,1,excel_previous
Aaj Tak,Aaj Tak,False,India Today Group,Hindi,2023-02-01,Feb'23,2023,2,1,2023-Q1,FY2022-2023,69.152,66.438,56.817,69.572,4.09,2.714,21.71,12.335,-0.6,-0.42,1,excel_previous
Aaj Tak,Aaj Tak,False,India Today Group,Hindi,2023-03-01,Mar'23,2023,3,1,2023-Q1,FY2022-2023,68.645,69.152,60.409,72.162,-0.73,-0.507,13.63,8.236,-4.87,-3.517,1,excel_previous
Aaj Tak,Aaj Tak,False,India Today Group,Hindi,2023-04-01,Apr'23,2023,4,2,2023-Q2,FY2023-2024,66.213,68.645,66.438,65.943,-3.54,-2.432,-0.34,-0.225,0.41,0.27,1,excel_previous
Aaj Tak,Aaj Tak,False,India Today Group,Hindi,2023-05-01,May'23,2023,5,2,2023-Q2,FY2023-2024,65.308,66.213,69.152,66.545,-1.37,-0.905,-5.56,-3.844,-1.86,-1.237,1,excel_previous
Aaj Tak,Aaj Tak,False,India Today Group,Hindi,2023-06-01,Jun'23,2023,6,2,2023-Q2,FY2023-2024,59.142,65.308,68.645,76.452,-9.44,-6.166,-13.84,-9.503,-22.64,-17.31,1,excel_previous
Aaj Tak,Aaj Tak,False,India Today Group,Hindi,2023-07-01,Jul'23,2023,7,3,2023-Q3,FY2023-2024,58.76,59.142,66.213,72.885,-0.65,-0.382,-11.26,-7.453,-19.38,-14.125,2,excel_previous
Aaj Tak,Aaj Tak,False,India Today Group,Hindi,2023-08-01,Aug'23,2023,8,3,2023-Q3,FY2023-2024,59.295,58.76,65.308,76.198,0.91,0.535,-9.21,-6.013,-22.18,-16.903,2,excel_previous
Aaj Tak,Aaj Tak,False,India Today Group,Hindi,2023-09-01,Sep'23,2023,9,3,2023-Q3,FY2023-2024,54.684,59.295,59.142,70.693,-7.78,-4.611,-7.54,-4.458,-22.65,-16.009,1,excel_previous
Aaj Tak,Aaj Tak,False,India Today Group,Hindi,2023-10-01,Oct'23,2023,10,4,2023-Q4,FY2023-2024,51.491,54.684,58.76,69.151,-5.84,-3.193,-12.37,-7.269,-25.54,-17.66,1,excel_previous
Aaj Tak,Aaj Tak,False,India Today Group,Hindi,2023-11-01,Nov'23,2023,11,4,2023-Q4,FY2023-2024,46.422,51.491,59.295,56.817,-9.84,-5.069,-21.71,-12.873,-18.3,-10.395,1,excel_previous
Aaj Tak,Aaj Tak,False,India Today Group,Hindi,2023-12-01,Dec'23,2023,12,4,2023-Q4,FY2023-2024,46.352,46.422,54.684,60.409,-0.15,-0.07,-15.24,-8.332,-23.27,-14.057,2,excel_previous
Aaj Tak,Aaj Tak,False,India Today Group,Hindi,2024-01-01,Jan'24,2024,1,1,2024-Q1,FY2023-2024,46.006,46.352,51.491,66.438,-0.75,-0.346,-10.65,-5.485,-30.75,-20.432,2,excel_previous
Aaj Tak,Aaj Tak,False,India Today Group,Hindi,2024-02-01,Feb'24,2024,2,1,2024-Q1,FY2023-2024,39.942,46.006,46.422,69.152,-13.18,-6.064,-13.96,-6.48,-42.24,-29.21,2,excel_previous
Aaj Tak,Aaj Tak,False,India Today Group,Hindi,2024-03-01,Mar'24,2024,3,1,2024-Q1,FY2023-2024,57.808,39.942,46.352,68.645,44.73,17.866,24.72,11.456,-15.79,-10.837,1,excel_previous
Aaj Tak,Aaj Tak,False,India Today Group,Hindi,2024-04-01,Apr'24,2024,4,2,2024-Q2,FY2024-2025,64.624,57.808,46.006,66.213,11.79,6.816,40.47,18.618,-2.4,-1.589,1,excel_previous
Aaj Tak,Aaj Tak,False,India Today Group,Hindi,2024-05-01,May'24,2024,5,2,2024-Q2,FY2024-2025,73.098,64.624,39.942,65.308,13.11,8.474,83.01,33.156,11.93,7.79,1,excel_previous
Aaj Tak,Aaj Tak,False,India Today Group,Hindi,2024-06-01,Jun'24,2024,6,2,2024-Q2,FY2024-2025,64.098,73.098,57.808,59.142,-12.31,-9.0,10.88,6.29,8.38,4.956,2,excel_previous
Aaj Tak,Aaj Tak,False,India Today Group,Hindi,2024-07-01,Jul'24,2024,7,3,2024-Q3,FY2024-2025,60.537,64.098,64.624,58.76,-5.56,-3.561,-6.32,-4.087,3.02,1.777,2,excel_previous
Aaj Tak,Aaj Tak,False,India Today Group,Hindi,2024-08-01,Aug'24,2024,8,3,2024-Q3,FY2024-2025,68.38,60.537,73.098,59.295,12.96,7.843,-6.45,-4.718,15.32,9.085,2,excel_previous
Aaj Tak,Aaj Tak,False,India Today Group,Hindi,2024-09-01,Sep'24,2024,9,3,2024-Q3,FY2024-2025,63.744,68.38,64.098,54.684,-6.78,-4.636,-0.55,-0.354,16.57,9.06,2,excel_previous
Aaj Tak,Aaj Tak,False,India Today Group,Hindi,2024-10-01,Oct'24,2024,10,4,2024-Q4,FY2024-2025,59.325,63.744,60.537,51.491,-6.93,-4.419,-2.0,-1.212,15.21,7.834,2,excel_previous
Aaj Tak,Aaj Tak,False,India Today Group,Hindi,2024-11-01,Nov'24,2024,11,4,2024-Q4,FY2024-2025,52.699,59.325,68.38,46.422,-11.17,-6.626,-22.93,-15.681,13.52,6.277,1,excel_previous
Aaj Tak,Aaj Tak,False,India Today Group,Hindi,2024-12-01,Dec'24,2024,12,4,2024-Q4,FY2024-2025,49.437,52.699,63.744,46.352,-6.19,-3.262,-22.44,-14.307,6.66,3.085,2,excel_previous
Aaj Tak,Aaj Tak,False,India Today Group,Hindi,2025-01-01,Jan'25,2025,1,1,2025-Q1,FY2024-2025,43.952,49.437,59.325,46.006,-11.09,-5.485,-25.91,-15.373,-4.46,-2.054,4,excel_current
Aaj Tak,Aaj Tak,False,India Today Group,Hindi,2025-02-01,Feb'25,2025,2,1,2025-Q1,FY2024-2025,42.327,43.952,52.699,39.942,-3.7,-1.625,-19.68,-10.372,5.97,2.385,2,excel_current
Aaj Tak,Aaj Tak,False,India Today Group,Hindi,2025-03-01,Mar'25,2025,3,1,2025-Q1,FY2024-2025,49.572,42.327,49.437,57.808,17.12,7.245,0.27,0.135,-14.25,-8.236,3,excel_current
Aaj Tak,Aaj Tak,False,India Today Group,Hindi,2025-04-01,Apr'25,2025,4,2,2025-Q2,FY2025-2026,41.26,49.572,43.952,64.624,-16.77,-8.312,-6.12,-2.692,-36.15,-23.364,3,excel_current
Aaj Tak,Aaj Tak,False,India Today Group,Hindi,2025-05-01,May'25,2025,5,2,2025-Q2,FY2025-2026,46.841,41.26,42.327,73.098,13.53,5.581,10.66,4.514,-35.92,-26.257,2,excel_current
Aaj Tak,Aaj Tak,False,India Today Group,Hindi,2025-06-01,Jun'25,2025,6,2,2025-Q2,FY2025-2026,42.371,46.841,49.572,64.098,-9.54,-4.47,-14.53,-7.201,-33.9,-21.727,3,excel_current
Aaj Tak,Aaj Tak,False,India Today Group,Hindi,2025-07-01,Jul'25,2025,7,3,2025-Q3,FY2025-2026,43.588,42.371,41.26,60.537,2.87,1.217,5.64,2.328,-28.0,-16.949,3,excel_current
Aaj Tak,Aaj Tak,False,India Today Group,Hindi,2025-08-01,Aug'25,2025,8,3,2025-Q3,FY2025-2026,39.881,43.588,46.841,68.38,-8.5,-3.707,-14.86,-6.96,-41.68,-28.499,4,excel_current
Aaj Tak,Aaj Tak,False,India Today Group,Hindi,2025-09-01,Sep'25,2025,9,3,2025-Q3,FY2025-2026,36.631,39.881,42.371,63.744,-8.15,-3.25,-13.55,-5.74,-42.53,-27.113,5,excel_current
Aaj Tak,Aaj Tak,False,India Today Group,Hindi,2025-10-01,Oct'25,2025,10,4,2025-Q4,FY2025-2026,31.476,36.631,43.588,59.325,-14.07,-5.155,-27.79,-12.112,-46.94,-27.849,4,excel_current
Aaj Tak,Aaj Tak,False,India Today Group,Hindi,2025-11-01,Nov'25,2025,11,4,2025-Q4,FY2025-2026,28.805,31.476,39.881,52.699,-8.49,-2.671,-27.77,-11.076,-45.34,-23.894,5,excel_current
Aaj Tak,Aaj Tak,False,India Today Group,Hindi,2025-12-01,Dec'25,2025,12,4,2025-Q4,FY2025-2026,26.415,28.805,36.631,49.437,-8.3,-2.39,-27.89,-10.216,-46.57,-23.022,4,excel_current
Aaj Tak,Aaj Tak,False,India Today Group,Hindi,2026-01-01,Jan'26,2026,1,1,2026-Q1,FY2025-2026,27.242,26.415,31.476,43.952,3.13,0.827,-13.45,-4.234,-38.02,-16.71,2,excel_current
Aaj Tak,Aaj Tak,False,India Today Group,Hindi,2026-02-01,Feb'26,2026,2,1,2026-Q1,FY2025-2026,27.06,27.242,28.805,42.327,-0.67,-0.182,-6.06,-1.745,-36.07,-15.267,2,excel_current
Aaj Tak,Aaj Tak,False,India Today Group,Hindi,2026-03-01,Mar'26,2026,3,1,2026-Q1,FY2025-2026,33.31,27.06,26.415,49.572,23.1,6.25,26.1,6.895,-32.8,-16.262,2,excel_current
AajTak Bangla,AajTak Bangla,False,India Today Group,Bangla,2024-04-01,Apr'24,2024,4,2,2024-Q2,FY2024-2025,4.317,,,,,,,,,,7,excel_previous
AajTak Bangla,AajTak Bangla,False,India Today Group,Bangla,2024-05-01,May'24,2024,5,2,2024-Q2,FY2024-2025,3.626,4.317,,,-16.01,-0.691,,,,,6,excel_previous
AajTak Bangla,AajTak Bangla,False,India Today Group,Bangla,2024-06-01,Jun'24,2024,6,2,2024-Q2,FY2024-2025,3.982,3.626,,,9.82,0.356,,,,,6,excel_previous
AajTak Bangla,AajTak Bangla,False,India Today Group,Bangla,2024-07-01,Jul'24,2024,7,3,2024-Q3,FY2024-2025,4.192,3.982,4.317,,5.27,0.21,-2.9,-0.125,,,6,excel_previous
AajTak Bangla,AajTak Bangla,False,India Today Group,Bangla,2024-08-01,Aug'24,2024,8,3,2024-Q3,FY2024-2025,4.5,4.192,3.626,,7.35,0.308,24.1,0.874,,,6,excel_previous
AajTak Bangla,AajTak Bangla,False,India Today Group,Bangla,2024-09-01,Sep'24,2024,9,3,2024-Q3,FY2024-2025,5.621,4.5,3.982,,24.91,1.121,41.16,1.639,,,5,excel_previous
AajTak Bangla,AajTak Bangla,False,India Today Group,Bangla,2024-10-01,Oct'24,2024,10,4,2024-Q4,FY2024-2025,6.003,5.621,4.192,,6.8,0.382,43.2,1.811,,,4,excel_previous
AajTak Bangla,AajTak Bangla,False,India Today Group,Bangla,2024-11-01,Nov'24,2024,11,4,2024-Q4,FY2024-2025,4.868,6.003,4.5,,-18.91,-1.135,8.18,0.368,,,6,excel_previous
AajTak Bangla,AajTak Bangla,False,India Today Group,Bangla,2024-12-01,Dec'24,2024,12,4,2024-Q4,FY2024-2025,3.809,4.868,5.621,,-21.75,-1.059,-32.24,-1.812,,,6,excel_previous
AajTak Bangla,AajTak Bangla,False,India Today Group,Bangla,2025-01-01,Jan'25,2025,1,1,2025-Q1,FY2024-2025,3.655,3.809,6.003,,-4.04,-0.154,-39.11,-2.348,,,6,excel_current
AajTak Bangla,AajTak Bangla,False,India Today Group,Bangla,2025-02-01,Feb'25,2025,2,1,2025-Q1,FY2024-2025,4.152,3.655,4.868,,13.6,0.497,-14.71,-0.716,,,6,excel_current
AajTak Bangla,AajTak Bangla,False,India Today Group,Bangla,2025-03-01,Mar'25,2025,3,1,2025-Q1,FY2024-2025,3.78,4.152,3.809,,-8.96,-0.372,-0.76,-0.029,,,6,excel_current
AajTak Bangla,AajTak Bangla,False,India Today Group,Bangla,2025-05-01,May'25,2025,5,2,2025-Q2,FY2025-2026,4.096,,4.152,3.626,,,-1.35,-0.056,12.96,0.47,6,excel_current
AajTak Bangla,AajTak Bangla,False,India Today Group,Bangla,2025-06-01,Jun'25,2025,6,2,2025-Q2,FY2025-2026,2.403,4.096,3.78,3.982,-41.33,-1.693,-36.43,-1.377,-39.65,-1.579,7,excel_current
AajTak Bangla,AajTak Bangla,False,India Today Group,Bangla,2025-07-01,Jul'25,2025,7,3,2025-Q3,FY2025-2026,1.747,2.403,,4.192,-27.3,-0.656,,,-58.33,-2.445,7,excel_current
AajTak Bangla,AajTak Bangla,False,India Today Group,Bangla,2025-08-01,Aug'25,2025,8,3,2025-Q3,FY2025-2026,1.735,1.747,4.096,4.5,-0.69,-0.012,-57.64,-2.361,-61.44,-2.765,7,excel_current
AajTak Bangla,AajTak Bangla,False,India Today Group,Bangla,2025-09-01,Sep'25,2025,9,3,2025-Q3,FY2025-2026,1.495,1.735,2.403,5.621,-13.83,-0.24,-37.79,-0.908,-73.4,-4.126,7,excel_current
AajTak Bangla,AajTak Bangla,False,India Today Group,Bangla,2025-10-01,Oct'25,2025,10,4,2025-Q4,FY2025-2026,1.66,1.495,1.747,6.003,11.04,0.165,-4.98,-0.087,-72.35,-4.343,6,excel_current
AajTak Bangla,AajTak Bangla,False,India Today Group,Bangla,2025-11-01,Nov'25,2025,11,4,2025-Q4,FY2025-2026,1.412,1.66,1.735,4.868,-14.94,-0.248,-18.62,-0.323,-70.99,-3.456,7,excel_current
ABP Desam (ABP Live Telugu ),ABP Desam (ABP Live Telugu ),False,ABP Network,Telugu,2021-04-01,Apr'21,2021,4,2,2021-Q2,FY2021-2022,2.99,,,,,,,,,,8,excel_current
ABP Desam (ABP Live Telugu ),ABP Desam (ABP Live Telugu ),False,ABP Network,Telugu,2021-05-01,May'21,2021,5,2,2021-Q2,FY2021-2022,3.466,2.99,,,15.92,0.476,,,,,9,excel_current
ABP Desam (ABP Live Telugu ),ABP Desam (ABP Live Telugu ),False,ABP Network,Telugu,2021-06-01,Jun'21,2021,6,2,2021-Q2,FY2021-2022,3.274,3.466,,,-5.54,-0.192,,,,,8,excel_current
ABP Desam (ABP Live Telugu ),ABP Desam (ABP Live Telugu ),False,ABP Network,Telugu,2021-07-01,Jul'21,2021,7,3,2021-Q3,FY2021-2022,3.99,3.274,2.99,,21.87,0.716,33.44,1.0,,,8,excel_current
ABP Desam (ABP Live Telugu ),ABP Desam (ABP Live Telugu ),False,ABP Network,Telugu,2021-09-01,Sep'21,2021,9,3,2021-Q3,FY2021-2022,2.99,,3.274,,,,-8.67,-0.284,,,8,excel_current
ABP Desam (ABP Live Telugu ),ABP Desam (ABP Live Telugu ),False,ABP Network,Telugu,2021-10-01,Oct'21,2021,10,4,2021-Q4,FY2021-2022,3.466,2.99,3.99,,15.92,0.476,-13.13,-0.524,,,9,excel_current
ABP Desam (ABP Live Telugu ),ABP Desam (ABP Live Telugu ),False,ABP Network,Telugu,2021-11-01,Nov'21,2021,11,4,2021-Q4,FY2021-2022,3.274,3.466,,,-5.54,-0.192,,,,,8,excel_current
ABP Desam (ABP Live Telugu ),ABP Desam (ABP Live Telugu ),False,ABP Network,Telugu,2021-12-01,Dec'21,2021,12,4,2021-Q4,FY2021-2022,3.99,3.274,2.99,,21.87,0.716,33.44,1.0,,,8,excel_current
ABP Desam (ABP Live Telugu ),ABP Desam (ABP Live Telugu ),False,ABP Network,Telugu,2022-02-01,Feb'22,2022,2,1,2022-Q1,FY2021-2022,2.99,,3.274,,,,-8.67,-0.284,,,8,excel_current
ABP Desam (ABP Live Telugu ),ABP Desam (ABP Live Telugu ),False,ABP Network,Telugu,2022-03-01,Mar'22,2022,3,1,2022-Q1,FY2021-2022,3.466,2.99,3.99,,15.92,0.476,-13.13,-0.524,,,9,excel_current
ABP Desam (ABP Live Telugu ),ABP Desam (ABP Live Telugu ),False,ABP Network,Telugu,2022-04-01,Apr'22,2022,4,2,2022-Q2,FY2022-2023,3.274,3.466,,2.99,-5.54,-0.192,,,9.5,0.284,8,excel_current
ABP Desam (ABP Live Telugu ),ABP Desam (ABP Live Telugu ),False,ABP Network,Telugu,2022-05-01,May'22,2022,5,2,2022-Q2,FY2022-2023,3.99,3.274,2.99,3.466,21.87,0.716,33.44,1.0,15.12,0.524,8,excel_current
ABP Desam (ABP Live Telugu ),ABP Desam (ABP Live Telugu ),False,ABP Network,Telugu,2022-07-01,Jul'22,2022,7,3,2022-Q3,FY2022-2023,2.99,,3.274,3.99,,,-8.67,-0.284,-25.06,-1.0,8,excel_current
ABP Desam (ABP Live Telugu ),ABP Desam (ABP Live Telugu ),False,ABP Network,Telugu,2022-08-01,Aug'22,2022,8,3,2022-Q3,FY2022-2023,3.466,2.99,3.99,,15.92,0.476,-13.13,-0.524,,,9,excel_current
ABP Desam (ABP Live Telugu ),ABP Desam (ABP Live Telugu ),False,ABP Network,Telugu,2022-09-01,Sep'22,2022,9,3,2022-Q3,FY2022-2023,3.274,3.466,,2.99,-5.54,-0.192,,,9.5,0.284,8,excel_current
ABP Desam (ABP Live Telugu ),ABP Desam (ABP Live Telugu ),False,ABP Network,Telugu,2022-10-01,Oct'22,2022,10,4,2022-Q4,FY2022-2023,3.99,3.274,2.99,3.466,21.87,0.716,33.44,1.0,15.12,0.524,8,excel_current
ABP Desam (ABP Live Telugu ),ABP Desam (ABP Live Telugu ),False,ABP Network,Telugu,2022-12-01,Dec'22,2022,12,4,2022-Q4,FY2022-2023,2.99,,3.274,3.99,,,-8.67,-0.284,-25.06,-1.0,8,excel_current
ABP Desam (ABP Live Telugu ),ABP Desam (ABP Live Telugu ),False,ABP Network,Telugu,2023-01-01,Jan'23,2023,1,1,2023-Q1,FY2022-2023,3.466,2.99,3.99,,15.92,0.476,-13.13,-0.524,,,9,excel_current
ABP Desam (ABP Live Telugu ),ABP Desam (ABP Live Telugu ),False,ABP Network,Telugu,2023-02-01,Feb'23,2023,2,1,2023-Q1,FY2022-2023,3.274,3.466,,2.99,-5.54,-0.192,,,9.5,0.284,8,excel_current
ABP Desam (ABP Live Telugu ),ABP Desam (ABP Live Telugu ),False,ABP Network,Telugu,2023-03-01,Mar'23,2023,3,1,2023-Q1,FY2022-2023,3.99,3.274,2.99,3.466,21.87,0.716,33.44,1.0,15.12,0.524,8,excel_current
ABP Desam (ABP Live Telugu ),ABP Desam (ABP Live Telugu ),False,ABP Network,Telugu,2023-05-01,May'23,2023,5,2,2023-Q2,FY2023-2024,2.99,,3.274,3.99,,,-8.67,-0.284,-25.06,-1.0,8,excel_current
ABP Desam (ABP Live Telugu ),ABP Desam (ABP Live Telugu ),False,ABP Network,Telugu,2023-06-01,Jun'23,2023,6,2,2023-Q2,FY2023-2024,3.466,2.99,3.99,,15.92,0.476,-13.13,-0.524,,,9,excel_current
ABP Desam (ABP Live Telugu ),ABP Desam (ABP Live Telugu ),False,ABP Network,Telugu,2023-07-01,Jul'23,2023,7,3,2023-Q3,FY2023-2024,3.274,3.466,,2.99,-5.54,-0.192,,,9.5,0.284,8,excel_current
ABP Desam (ABP Live Telugu ),ABP Desam (ABP Live Telugu ),False,ABP Network,Telugu,2023-08-01,Aug'23,2023,8,3,2023-Q3,FY2023-2024,3.99,3.274,2.99,3.466,21.87,0.716,33.44,1.0,15.12,0.524,8,excel_current
ABP Desam (ABP Live Telugu ),ABP Desam (ABP Live Telugu ),False,ABP Network,Telugu,2023-10-01,Oct'23,2023,10,4,2023-Q4,FY2023-2024,2.99,,3.274,3.99,,,-8.67,-0.284,-25.06,-1.0,8,excel_current
ABP Desam (ABP Live Telugu ),ABP Desam (ABP Live Telugu ),False,ABP Network,Telugu,2023-11-01,Nov'23,2023,11,4,2023-Q4,FY2023-2024,3.466,2.99,3.99,,15.92,0.476,-13.13,-0.524,,,9,excel_current
ABP Desam (ABP Live Telugu ),ABP Desam (ABP Live Telugu ),False,ABP Network,Telugu,2023-12-01,Dec'23,2023,12,4,2023-Q4,FY2023-2024,3.274,3.466,,2.99,-5.54,-0.192,,,9.5,0.284,8,excel_current
ABP Desam (ABP Live Telugu ),ABP Desam (ABP Live Telugu ),False,ABP Network,Telugu,2024-01-01,Jan'24,2024,1,1,2024-Q1,FY2023-2024,3.99,3.274,2.99,3.466,21.87,0.716,33.44,1.0,15.12,0.524,8,excel_current
ABP Desam (ABP Live Telugu ),ABP Desam (ABP Live Telugu ),False,ABP Network,Telugu,2024-03-01,Mar'24,2024,3,1,2024-Q1,FY2023-2024,2.99,,3.274,3.99,,,-8.67,-0.284,-25.06,-1.0,8,excel_current
ABP Desam (ABP Live Telugu ),ABP Desam (ABP Live Telugu ),False,ABP Network,Telugu,2024-04-01,Apr'24,2024,4,2,2024-Q2,FY2024-2025,3.466,2.99,3.99,,15.92,0.476,-13.13,-0.524,,,9,excel_current
ABP Desam (ABP Live Telugu ),ABP Desam (ABP Live Telugu ),False,ABP Network,Telugu,2024-05-01,May'24,2024,5,2,2024-Q2,FY2024-2025,3.274,3.466,,2.99,-5.54,-0.192,,,9.5,0.284,8,excel_current
ABP Desam (ABP Live Telugu ),ABP Desam (ABP Live Telugu ),False,ABP Network,Telugu,2024-06-01,Jun'24,2024,6,2,2024-Q2,FY2024-2025,3.99,3.274,2.99,3.466,21.87,0.716,33.44,1.0,15.12,0.524,8,excel_current
ABP Desam (ABP Live Telugu ),ABP Desam (ABP Live Telugu ),False,ABP Network,Telugu,2024-08-01,Aug'24,2024,8,3,2024-Q3,FY2024-2025,2.99,,3.274,3.99,,,-8.67,-0.284,-25.06,-1.0,8,excel_current
ABP Desam (ABP Live Telugu ),ABP Desam (ABP Live Telugu ),False,ABP Network,Telugu,2024-09-01,Sep'24,2024,9,3,2024-Q3,FY2024-2025,3.466,2.99,3.99,,15.92,0.476,-13.13,-0.524,,,9,excel_current
ABP Desam (ABP Live Telugu ),ABP Desam (ABP Live Telugu ),False,ABP Network,Telugu,2024-10-01,Oct'24,2024,10,4,2024-Q4,FY2024-2025,3.274,3.466,,2.99,-5.54,-0.192,,,9.5,0.284,8,excel_current
ABP Desam (ABP Live Telugu ),ABP Desam (ABP Live Telugu ),False,ABP Network,Telugu,2024-11-01,Nov'24,2024,11,4,2024-Q4,FY2024-2025,3.99,3.274,2.99,3.466,21.87,0.716,33.44,1.0,15.12,0.524,8,excel_current
ABP Desam (ABP Live Telugu ),ABP Desam (ABP Live Telugu ),False,ABP Network,Telugu,2024-12-01,Dec'24,2024,12,4,2024-Q4,FY2024-2025,5.361,3.99,3.466,3.274,34.36,1.371,54.67,1.895,63.74,2.087,8,excel_previous
ABP Desam (ABP Live Telugu ),ABP Desam (ABP Live Telugu ),False,ABP Network,Telugu,2025-01-01,Jan'25,2025,1,1,2025-Q1,FY2024-2025,2.99,5.361,3.274,3.99,-44.23,-2.371,-8.67,-0.284,-25.06,-1.0,8,excel_current
ABP Desam (ABP Live Telugu ),ABP Desam (ABP Live Telugu ),False,ABP Network,Telugu,2025-02-01,Feb'25,2025,2,1,2025-Q1,FY2024-2025,3.466,2.99,3.99,,15.92,0.476,-13.13,-0.524,,,9,excel_current
ABP Desam (ABP Live Telugu ),ABP Desam (ABP Live Telugu ),False,ABP Network,Telugu,2025-03-01,Mar'25,2025,3,1,2025-Q1,FY2024-2025,3.274,3.466,5.361,2.99,-5.54,-0.192,-38.93,-2.087,9.5,0.284,8,excel_current
ABP Desam (ABP Live Telugu ),ABP Desam (ABP Live Telugu ),False,ABP Network,Telugu,2025-05-01,May'25,2025,5,2,2025-Q2,FY2025-2026,3.597,,3.466,3.274,,,3.78,0.131,9.87,0.323,8,excel_current
