property_name,display_name,is_network,parent_network,segments,report_month,month_label,year,month_num,quarter,quarter_label,financial_year,unique_users,prev_month_uu,prev_quarter_uu,prev_year_uu,mom_pct,mom_abs,qoq_pct,qoq_abs,yoy_pct,yoy_abs,rank_in_segment,data_source
SAKSHI.COM,SAKSHI.COM,False,,Telugu,2026-02-01,Feb'26,2026,2,1,2026-Q1,FY2025-2026,13.95,12.037,10.71,9.797,15.89,1.913,30.25,3.24,42.39,4.153,2,excel_current
SAKSHI.COM,SAKSHI.COM,False,,Telugu,2026-03-01,Mar'26,2026,3,1,2026-Q1,FY2025-2026,12.81,13.95,12.88,12.16,-8.17,-1.14,-0.54,-0.07,5.35,0.65,2,excel_current
Samayam - Malayalam,Samayam - Malayalam,False,Times Internet Limited,Malayalam,2024-08-01,Aug'24,2024,8,3,2024-Q3,FY2024-2025,2.834,,,,,,,,,,4,excel_previous
Samayam - Malayalam,Samayam - Malayalam,False,Times Internet Limited,Malayalam,2024-09-01,Sep'24,2024,9,3,2024-Q3,FY2024-2025,3.612,2.834,,,27.45,0.778,,,,,3,excel_previous
Samayam - Malayalam,Samayam - Malayalam,False,Times Internet Limited,Malayalam,2024-10-01,Oct'24,2024,10,4,2024-Q4,FY2024-2025,2.638,3.612,,,-26.97,-0.974,,,,,4,excel_previous
Samayam - Malayalam,Samayam - Malayalam,False,Times Internet Limited,Malayalam,2024-11-01,Nov'24,2024,11,4,2024-Q4,FY2024-2025,3.187,2.638,2.834,,20.81,0.549,12.46,0.353,,,3,excel_previous
Samayam - Malayalam,Samayam - Malayalam,False,Times Internet Limited,Malayalam,2024-12-01,Dec'24,2024,12,4,2024-Q4,FY2024-2025,2.993,3.187,3.612,,-6.09,-0.194,-17.14,-0.619,,,3,excel_previous
Samayam - Malayalam,Samayam - Malayalam,False,Times Internet Limited,Malayalam,2025-01-01,Jan'25,2025,1,1,2025-Q1,FY2024-2025,2.28,2.993,2.638,,-23.82,-0.713,-13.57,-0.358,,,3,excel_current
Samayam - Malayalam,Samayam - Malayalam,False,Times Internet Limited,Malayalam,2025-02-01,Feb'25,2025,2,1,2025-Q1,FY2024-2025,2.511,2.28,3.187,,10.13,0.231,-21.21,-0.676,,,3,excel_current
Samayam - Malayalam,Samayam - Malayalam,False,Times Internet Limited,Malayalam,2025-03-01,Mar'25,2025,3,1,2025-Q1,FY2024-2025,1.71,2.511,2.993,,-31.9,-0.801,-42.87,-1.283,,,7,excel_current
Samayam - Malayalam,Samayam - Malayalam,False,Times Internet Limited,Malayalam,2025-05-01,May'25,2025,5,2,2025-Q2,FY2025-2026,2.288,,2.511,,,,-8.88,-0.223,,,4,excel_current
Samayam - Malayalam,Samayam - Malayalam,False,Times Internet Limited,Malayalam,2025-06-01,Jun'25,2025,6,2,2025-Q2,FY2025-2026,2.507,2.288,1.71,,9.57,0.219,46.61,0.797,,,4,excel_current
Samayam - Malayalam,Samayam - Malayalam,False,Times Internet Limited,Malayalam,2025-07-01,Jul'25,2025,7,3,2025-Q3,FY2025-2026,1.06,2.507,,,-57.72,-1.447,,,,,7,excel_current
Samayam - Malayalam,Samayam - Malayalam,False,Times Internet Limited,Malayalam,2025-08-01,Aug'25,2025,8,3,2025-Q3,FY2025-2026,1.331,1.06,2.288,2.834,25.57,0.271,-41.83,-0.957,-53.03,-1.503,7,excel_current
Samayam - Malayalam,Samayam - Malayalam,False,Times Internet Limited,Malayalam,2025-09-01,Sep'25,2025,9,3,2025-Q3,FY2025-2026,1.87,1.331,2.507,3.612,40.5,0.539,-25.41,-0.637,-48.23,-1.742,4,excel_current
Samayam - Malayalam,Samayam - Malayalam,False,Times Internet Limited,Malayalam,2025-10-01,Oct'25,2025,10,4,2025-Q4,FY2025-2026,1.943,1.87,1.06,2.638,3.9,0.073,83.3,0.883,-26.35,-0.695,5,excel_current
Samayam - Malayalam,Samayam - Malayalam,False,Times Internet Limited,Malayalam,2025-11-01,Nov'25,2025,11,4,2025-Q4,FY2025-2026,1.812,1.943,1.331,3.187,-6.74,-0.131,36.14,0.481,-43.14,-1.375,5,excel_current
Samayam - Malayalam,Samayam - Malayalam,False,Times Internet Limited,Malayalam,2025-12-01,Dec'25,2025,12,4,2025-Q4,FY2025-2026,2.519,1.812,1.87,2.993,39.02,0.707,34.71,0.649,-15.84,-0.474,6,excel_current
Samayam - Malayalam,Samayam - Malayalam,False,Times Internet Limited,Malayalam,2026-01-01,Jan'26,2026,1,1,2026-Q1,FY2025-2026,1.574,2.519,1.943,2.28,-37.51,-0.945,-18.99,-0.369,-30.96,-0.706,6,excel_current
Samayam - Malayalam,Samayam - Malayalam,False,Times Internet Limited,Malayalam,2026-02-01,Feb'26,2026,2,1,2026-Q1,FY2025-2026,1.69,1.574,1.812,2.511,7.37,0.116,-6.73,-0.122,-32.7,-0.821,6,excel_current
Samayam - Malayalam,Samayam - Malayalam,False,Times Internet Limited,Malayalam,2026-03-01,Mar'26,2026,3,1,2026-Q1,FY2025-2026,2.4,1.69,2.519,1.71,42.01,0.71,-4.72,-0.119,40.35,0.69,6,excel_current
Samayam - Tamil,Samayam - Tamil,False,Times Internet Limited,Tamil,2024-08-01,Aug'24,2024,8,3,2024-Q3,FY2024-2025,5.801,,,,,,,,,,3,excel_previous
Samayam - Tamil,Samayam - Tamil,False,Times Internet Limited,Tamil,2024-09-01,Sep'24,2024,9,3,2024-Q3,FY2024-2025,5.253,5.801,,,-9.45,-0.548,,,,,4,excel_previous
Samayam - Tamil,Samayam - Tamil,False,Times Internet Limited,Tamil,2024-10-01,Oct'24,2024,10,4,2024-Q4,FY2024-2025,10.363,5.253,,,97.28,5.11,,,,,2,excel_previous
Samayam - Tamil,Samayam - Tamil,False,Times Internet Limited,Tamil,2024-11-01,Nov'24,2024,11,4,2024-Q4,FY2024-2025,6.355,10.363,5.801,,-38.68,-4.008,9.55,0.554,,,4,excel_previous
Samayam - Tamil,Samayam - Tamil,False,Times Internet Limited,Tamil,2024-12-01,Dec'24,2024,12,4,2024-Q4,FY2024-2025,5.946,6.355,5.253,,-6.44,-0.409,13.19,0.693,,,4,excel_previous
Samayam - Tamil,Samayam - Tamil,False,Times Internet Limited,Tamil,2025-01-01,Jan'25,2025,1,1,2025-Q1,FY2024-2025,5.038,5.946,10.363,,-15.27,-0.908,-51.38,-5.325,,,5,excel_current
Samayam - Tamil,Samayam - Tamil,False,Times Internet Limited,Tamil,2025-02-01,Feb'25,2025,2,1,2025-Q1,FY2024-2025,5.41,5.038,6.355,,7.38,0.372,-14.87,-0.945,,,3,excel_current
Samayam - Tamil,Samayam - Tamil,False,Times Internet Limited,Tamil,2025-03-01,Mar'25,2025,3,1,2025-Q1,FY2024-2025,4.635,5.41,5.946,,-14.33,-0.775,-22.05,-1.311,,,5,excel_current
Samayam - Tamil,Samayam - Tamil,False,Times Internet Limited,Tamil,2025-05-01,May'25,2025,5,2,2025-Q2,FY2025-2026,2.985,,5.41,,,,-44.82,-2.425,,,10,excel_current
Samayam - Tamil,Samayam - Tamil,False,Times Internet Limited,Tamil,2025-06-01,Jun'25,2025,6,2,2025-Q2,FY2025-2026,3.327,2.985,4.635,,11.46,0.342,-28.22,-1.308,,,8,excel_current
Samayam - Tamil,Samayam - Tamil,False,Times Internet Limited,Tamil,2025-07-01,Jul'25,2025,7,3,2025-Q3,FY2025-2026,4.749,3.327,,,42.74,1.422,,,,,6,excel_current
Samayam - Tamil,Samayam - Tamil,False,Times Internet Limited,Tamil,2025-08-01,Aug'25,2025,8,3,2025-Q3,FY2025-2026,8.166,4.749,2.985,5.801,71.95,3.417,173.57,5.181,40.77,2.365,1,excel_current
Samayam - Tamil,Samayam - Tamil,False,Times Internet Limited,Tamil,2025-09-01,Sep'25,2025,9,3,2025-Q3,FY2025-2026,8.974,8.166,3.327,5.253,9.89,0.808,169.73,5.647,70.84,3.721,1,excel_current
Samayam - Tamil,Samayam - Tamil,False,Times Internet Limited,Tamil,2025-10-01,Oct'25,2025,10,4,2025-Q4,FY2025-2026,6.425,8.974,4.749,10.363,-28.4,-2.549,35.29,1.676,-38.0,-3.938,1,excel_current
Samayam - Tamil,Samayam - Tamil,False,Times Internet Limited,Tamil,2025-11-01,Nov'25,2025,11,4,2025-Q4,FY2025-2026,8.656,6.425,8.166,6.355,34.72,2.231,6.0,0.49,36.21,2.301,1,excel_current
Samayam - Tamil,Samayam - Tamil,False,Times Internet Limited,Tamil,2025-12-01,Dec'25,2025,12,4,2025-Q4,FY2025-2026,7.54,8.656,8.974,5.946,-12.89,-1.116,-15.98,-1.434,26.81,1.594,1,excel_current
Samayam - Tamil,Samayam - Tamil,False,Times Internet Limited,Tamil,2026-01-01,Jan'26,2026,1,1,2026-Q1,FY2025-2026,8.08,7.54,6.425,5.038,7.16,0.54,25.76,1.655,60.38,3.042,2,excel_current
Samayam - Tamil,Samayam - Tamil,False,Times Internet Limited,Tamil,2026-02-01,Feb'26,2026,2,1,2026-Q1,FY2025-2026,11.04,8.08,8.656,5.41,36.63,2.96,27.54,2.384,104.07,5.63,3,excel_current
Samayam - Tamil,Samayam - Tamil,False,Times Internet Limited,Tamil,2026-03-01,Mar'26,2026,3,1,2026-Q1,FY2025-2026,8.18,11.04,7.54,4.635,-25.91,-2.86,8.49,0.64,76.48,3.545,2,excel_current
Samayam - Telugu,Samayam - Telugu,False,Times Internet Limited,Telugu,2021-04-01,Apr'21,2021,4,2,2021-Q2,FY2021-2022,7.374,,,,,,,,,,5,excel_current
Samayam - Telugu,Samayam - Telugu,False,Times Internet Limited,Telugu,2021-05-01,May'21,2021,5,2,2021-Q2,FY2021-2022,9.427,7.374,,,27.84,2.053,,,,,3,excel_current
Samayam - Telugu,Samayam - Telugu,False,Times Internet Limited,Telugu,2021-06-01,Jun'21,2021,6,2,2021-Q2,FY2021-2022,7.854,9.427,,,-16.69,-1.573,,,,,3,excel_current
Samayam - Telugu,Samayam - Telugu,False,Times Internet Limited,Telugu,2021-07-01,Jul'21,2021,7,3,2021-Q3,FY2021-2022,7.03,7.854,7.374,,-10.49,-0.824,-4.67,-0.344,,,5,excel_current
Samayam - Telugu,Samayam - Telugu,False,Times Internet Limited,Telugu,2021-09-01,Sep'21,2021,9,3,2021-Q3,FY2021-2022,7.374,,7.854,,,,-6.11,-0.48,,,5,excel_current
Samayam - Telugu,Samayam - Telugu,False,Times Internet Limited,Telugu,2021-10-01,Oct'21,2021,10,4,2021-Q4,FY2021-2022,9.427,7.374,7.03,,27.84,2.053,34.1,2.397,,,3,excel_current
Samayam - Telugu,Samayam - Telugu,False,Times Internet Limited,Telugu,2021-11-01,Nov'21,2021,11,4,2021-Q4,FY2021-2022,7.854,9.427,,,-16.69,-1.573,,,,,3,excel_current
Samayam - Telugu,Samayam - Telugu,False,Times Internet Limited,Telugu,2021-12-01,Dec'21,2021,12,4,2021-Q4,FY2021-2022,7.03,7.854,7.374,,-10.49,-0.824,-4.67,-0.344,,,5,excel_current
Samayam - Telugu,Samayam - Telugu,False,Times Internet Limited,Telugu,2022-01-01,Jan'22,2022,1,1,2022-Q1,FY2021-2022,8.187,7.03,9.427,,16.46,1.157,-13.15,-1.24,,,4,excel_previous
Samayam - Telugu,Samayam - Telugu,False,Times Internet Limited,Telugu,2022-02-01,Feb'22,2022,2,1,2022-Q1,FY2021-2022,7.374,8.187,7.854,,-9.93,-0.813,-6.11,-0.48,,,5,excel_current
Samayam - Telugu,Samayam - Telugu,False,Times Internet Limited,Telugu,2022-03-01,Mar'22,2022,3,1,2022-Q1,FY2021-2022,9.427,7.374,7.03,,27.84,2.053,34.1,2.397,,,3,excel_current
Samayam - Telugu,Samayam - Telugu,False,Times Internet Limited,Telugu,2022-04-01,Apr'22,2022,4,2,2022-Q2,FY2022-2023,7.854,9.427,8.187,7.374,-16.69,-1.573,-4.07,-0.333,6.51,0.48,3,excel_current
Samayam - Telugu,Samayam - Telugu,False,Times Internet Limited,Telugu,2022-05-01,May'22,2022,5,2,2022-Q2,FY2022-2023,7.03,7.854,7.374,9.427,-10.49,-0.824,-4.67,-0.344,-25.43,-2.397,5,excel_current
Samayam - Telugu,Samayam - Telugu,False,Times Internet Limited,Telugu,2022-06-01,Jun'22,2022,6,2,2022-Q2,FY2022-2023,9.205,7.03,9.427,7.854,30.94,2.175,-2.35,-0.222,17.2,1.351,5,excel_previous
Samayam - Telugu,Samayam - Telugu,False,Times Internet Limited,Telugu,2022-07-01,Jul'22,2022,7,3,2022-Q3,FY2022-2023,7.374,9.205,7.854,7.03,-19.89,-1.831,-6.11,-0.48,4.89,0.344,5,excel_current
Samayam - Telugu,Samayam - Telugu,False,Times Internet Limited,Telugu,2022-08-01,Aug'22,2022,8,3,2022-Q3,FY2022-2023,9.427,7.374,7.03,,27.84,2.053,34.1,2.397,,,3,excel_current
Samayam - Telugu,Samayam - Telugu,False,Times Internet Limited,Telugu,2022-09-01,Sep'22,2022,9,3,2022-Q3,FY2022-2023,7.854,9.427,9.205,7.374,-16.69,-1.573,-14.68,-1.351,6.51,0.48,3,excel_current
Samayam - Telugu,Samayam - Telugu,False,Times Internet Limited,Telugu,2022-10-01,Oct'22,2022,10,4,2022-Q4,FY2022-2023,7.03,7.854,7.374,9.427,-10.49,-0.824,-4.67,-0.344,-25.43,-2.397,5,excel_current
Samayam - Telugu,Samayam - Telugu,False,Times Internet Limited,Telugu,2022-11-01,Nov'22,2022,11,4,2022-Q4,FY2022-2023,10.311,7.03,9.427,7.854,46.67,3.281,9.38,0.884,31.28,2.457,4,excel_previous
Samayam - Telugu,Samayam - Telugu,False,Times Internet Limited,Telugu,2022-12-01,Dec'22,2022,12,4,2022-Q4,FY2022-2023,7.374,10.311,7.854,7.03,-28.48,-2.937,-6.11,-0.48,4.89,0.344,5,excel_current
Samayam - Telugu,Samayam - Telugu,False,Times Internet Limited,Telugu,2023-01-01,Jan'23,2023,1,1,2023-Q1,FY2022-2023,9.427,7.374,7.03,8.187,27.84,2.053,34.1,2.397,15.15,1.24,3,excel_current
Samayam - Telugu,Samayam - Telugu,False,Times Internet Limited,Telugu,2023-02-01,Feb'23,2023,2,1,2023-Q1,FY2022-2023,7.854,9.427,10.311,7.374,-16.69,-1.573,-23.83,-2.457,6.51,0.48,3,excel_current
Samayam - Telugu,Samayam - Telugu,False,Times Internet Limited,Telugu,2023-03-01,Mar'23,2023,3,1,2023-Q1,FY2022-2023,7.03,7.854,7.374,9.427,-10.49,-0.824,-4.67,-0.344,-25.43,-2.397,5,excel_current
Samayam - Telugu,Samayam - Telugu,False,Times Internet Limited,Telugu,2023-04-01,Apr'23,2023,4,2,2023-Q2,FY2023-2024,9.629,7.03,9.427,7.854,36.97,2.599,2.14,0.202,22.6,1.775,3,excel_previous
Samayam - Telugu,Samayam - Telugu,False,Times Internet Limited,Telugu,2023-05-01,May'23,2023,5,2,2023-Q2,FY2023-2024,7.374,9.629,7.854,7.03,-23.42,-2.255,-6.11,-0.48,4.89,0.344,5,excel_current
Samayam - Telugu,Samayam - Telugu,False,Times Internet Limited,Telugu,2023-06-01,Jun'23,2023,6,2,2023-Q2,FY2023-2024,9.427,7.374,7.03,9.205,27.84,2.053,34.1,2.397,2.41,0.222,3,excel_current
Samayam - Telugu,Samayam - Telugu,False,Times Internet Limited,Telugu,2023-07-01,Jul'23,2023,7,3,2023-Q3,FY2023-2024,7.854,9.427,9.629,7.374,-16.69,-1.573,-18.43,-1.775,6.51,0.48,3,excel_current
Samayam - Telugu,Samayam - Telugu,False,Times Internet Limited,Telugu,2023-08-01,Aug'23,2023,8,3,2023-Q3,FY2023-2024,7.03,7.854,7.374,9.427,-10.49,-0.824,-4.67,-0.344,-25.43,-2.397,5,excel_current
Samayam - Telugu,Samayam - Telugu,False,Times Internet Limited,Telugu,2023-09-01,Sep'23,2023,9,3,2023-Q3,FY2023-2024,9.801,7.03,9.427,7.854,39.42,2.771,3.97,0.374,24.79,1.947,3,excel_previous
Samayam - Telugu,Samayam - Telugu,False,Times Internet Limited,Telugu,2023-10-01,Oct'23,2023,10,4,2023-Q4,FY2023-2024,7.374,9.801,7.854,7.03,-24.76,-2.427,-6.11,-0.48,4.89,0.344,5,excel_current
Samayam - Telugu,Samayam - Telugu,False,Times Internet Limited,Telugu,2023-11-01,Nov'23,2023,11,4,2023-Q4,FY2023-2024,9.427,7.374,7.03,10.311,27.84,2.053,34.1,2.397,-8.57,-0.884,3,excel_current
Samayam - Telugu,Samayam - Telugu,False,Times Internet Limited,Telugu,2023-12-01,Dec'23,2023,12,4,2023-Q4,FY2023-2024,7.854,9.427,9.801,7.374,-16.69,-1.573,-19.87,-1.947,6.51,0.48,3,excel_current
Samayam - Telugu,Samayam - Telugu,False,Times Internet Limited,Telugu,2024-01-01,Jan'24,2024,1,1,2024-Q1,FY2023-2024,7.03,7.854,7.374,9.427,-10.49,-0.824,-4.67,-0.344,-25.43,-2.397,5,excel_current
Samayam - Telugu,Samayam - Telugu,False,Times Internet Limited,Telugu,2024-02-01,Feb'24,2024,2,1,2024-Q1,FY2023-2024,6.425,7.03,9.427,7.854,-8.61,-0.605,-31.84,-3.002,-18.19,-1.429,5,excel_previous
Samayam - Telugu,Samayam - Telugu,False,Times Internet Limited,Telugu,2024-03-01,Mar'24,2024,3,1,2024-Q1,FY2023-2024,7.374,6.425,7.854,7.03,14.77,0.949,-6.11,-0.48,4.89,0.344,5,excel_current
Samayam - Telugu,Samayam - Telugu,False,Times Internet Limited,Telugu,2024-04-01,Apr'24,2024,4,2,2024-Q2,FY2024-2025,9.427,7.374,7.03,9.629,27.84,2.053,34.1,2.397,-2.1,-0.202,3,excel_current
Samayam - Telugu,Samayam - Telugu,False,Times Internet Limited,Telugu,2024-05-01,May'24,2024,5,2,2024-Q2,FY2024-2025,7.854,9.427,6.425,7.374,-16.69,-1.573,22.24,1.429,6.51,0.48,3,excel_current
Samayam - Telugu,Samayam - Telugu,False,Times Internet Limited,Telugu,2024-06-01,Jun'24,2024,6,2,2024-Q2,FY2024-2025,7.03,7.854,7.374,9.427,-10.49,-0.824,-4.67,-0.344,-25.43,-2.397,5,excel_current
Samayam - Telugu,Samayam - Telugu,False,Times Internet Limited,Telugu,2024-07-01,Jul'24,2024,7,3,2024-Q3,FY2024-2025,10.59,7.03,9.427,7.854,50.64,3.56,12.34,1.163,34.84,2.736,3,excel_previous
Samayam - Telugu,Samayam - Telugu,False,Times Internet Limited,Telugu,2024-08-01,Aug'24,2024,8,3,2024-Q3,FY2024-2025,7.374,10.59,7.854,7.03,-30.37,-3.216,-6.11,-0.48,4.89,0.344,5,excel_current
Samayam - Telugu,Samayam - Telugu,False,Times Internet Limited,Telugu,2024-09-01,Sep'24,2024,9,3,2024-Q3,FY2024-2025,9.427,7.374,7.03,9.801,27.84,2.053,34.1,2.397,-3.82,-0.374,3,excel_current
Samayam - Telugu,Samayam - Telugu,False,Times Internet Limited,Telugu,2024-10-01,Oct'24,2024,10,4,2024-Q4,FY2024-2025,7.854,9.427,10.59,7.374,-16.69,-1.573,-25.84,-2.736,6.51,0.48,3,excel_current
Samayam - Telugu,Samayam - Telugu,False,Times Internet Limited,Telugu,2024-11-01,Nov'24,2024,11,4,2024-Q4,FY2024-2025,7.03,7.854,7.374,9.427,-10.49,-0.824,-4.67,-0.344,-25.43,-2.397,5,excel_current
Samayam - Telugu,Samayam - Telugu,False,Times Internet Limited,Telugu,2024-12-01,Dec'24,2024,12,4,2024-Q4,FY2024-2025,8.27,7.03,9.427,7.854,17.64,1.24,-12.27,-1.157,5.3,0.416,5,excel_previous
Samayam - Telugu,Samayam - Telugu,False,Times Internet Limited,Telugu,2025-01-01,Jan'25,2025,1,1,2025-Q1,FY2024-2025,7.374,8.27,7.854,7.03,-10.83,-0.896,-6.11,-0.48,4.89,0.344,5,excel_current
Samayam - Telugu,Samayam - Telugu,False,Times Internet Limited,Telugu,2025-02-01,Feb'25,2025,2,1,2025-Q1,FY2024-2025,9.427,7.374,7.03,6.425,27.84,2.053,34.1,2.397,46.72,3.002,3,excel_current
Samayam - Telugu,Samayam - Telugu,False,Times Internet Limited,Telugu,2025-03-01,Mar'25,2025,3,1,2025-Q1,FY2024-2025,7.854,9.427,8.27,7.374,-16.69,-1.573,-5.03,-0.416,6.51,0.48,3,excel_current
Samayam - Telugu,Samayam - Telugu,False,Times Internet Limited,Telugu,2025-05-01,May'25,2025,5,2,2025-Q2,FY2025-2026,9.264,,9.427,7.854,,,-1.73,-0.163,17.95,1.41,3,excel_current
Samayam - Telugu,Samayam - Telugu,False,Times Internet Limited,Telugu,2025-06-01,Jun'25,2025,6,2,2025-Q2,FY2025-2026,8.358,9.264,7.854,7.03,-9.78,-0.906,6.42,0.504,18.89,1.328,3,excel_current
Samayam - Telugu,Samayam - Telugu,False,Times Internet Limited,Telugu,2025-07-01,Jul'25,2025,7,3,2025-Q3,FY2025-2026,7.04,8.358,,10.59,-15.77,-1.318,,,-33.52,-3.55,4,excel_current
Samayam - Telugu,Samayam - Telugu,False,Times Internet Limited,Telugu,2025-08-01,Aug'25,2025,8,3,2025-Q3,FY2025-2026,16.979,7.04,9.264,7.374,141.18,9.939,83.28,7.715,130.25,9.605,1,excel_current
Samayam - Telugu,Samayam - Telugu,False,Times Internet Limited,Telugu,2025-09-01,Sep'25,2025,9,3,2025-Q3,FY2025-2026,9.672,16.979,8.358,9.427,-43.04,-7.307,15.72,1.314,2.6,0.245,3,excel_current
Samayam - Telugu,Samayam - Telugu,False,Times Internet Limited,Telugu,2025-10-01,Oct'25,2025,10,4,2025-Q4,FY2025-2026,15.513,9.672,7.04,7.854,60.39,5.841,120.36,8.473,97.52,7.659,1,excel_current
Samayam - Telugu,Samayam - Telugu,False,Times Internet Limited,Telugu,2025-11-01,Nov'25,2025,11,4,2025-Q4,FY2025-2026,13.693,15.513,16.979,7.03,-11.73,-1.82,-19.35,-3.286,94.78,6.663,1,excel_current
Samayam - Telugu,Samayam - Telugu,False,Times Internet Limited,Telugu,2025-12-01,Dec'25,2025,12,4,2025-Q4,FY2025-2026,9.948,13.693,9.672,8.27,-27.35,-3.745,2.85,0.276,20.29,1.678,3,excel_current
Samayam - Telugu,Samayam - Telugu,False,Times Internet Limited,Telugu,2026-01-01,Jan'26,2026,1,1,2026-Q1,FY2025-2026,14.374,9.948,15.513,7.374,44.49,4.426,-7.34,-1.139,94.93,7.0,1,excel_current
Samayam - Telugu,Samayam - Telugu,False,Times Internet Limited,Telugu,2026-02-01,Feb'26,2026,2,1,2026-Q1,FY2025-2026,15.43,14.374,13.693,9.427,7.35,1.056,12.69,1.737,63.68,6.003,1,excel_current
Samayam - Telugu,Samayam - Telugu,False,Times Internet Limited,Telugu,2026-03-01,Mar'26,2026,3,1,2026-Q1,FY2025-2026,13.23,15.43,9.948,7.854,-14.26,-2.2,32.99,3.282,68.45,5.376,1,excel_current
Sandesh.com,Sandesh.com,False,,Gujarati,2024-10-01,Oct'24,2024,10,4,2024-Q4,FY2024-2025,0.06,,,,,,,,,,12,excel_current
Sandesh.com,Sandesh.com,False,,Gujarati,2024-11-01,Nov'24,2024,11,4,2024-Q4,FY2024-2025,0.086,0.06,,,43.33,0.026,,,,,12,excel_current
Sandesh.com,Sandesh.com,False,,Gujarati,2024-12-01,Dec'24,2024,12,4,2024-Q4,FY2024-2025,0.081,0.086,,,-5.81,-0.005,,,,,12,excel_current
Sandesh.com,Sandesh.com,False,,Gujarati,2025-05-01,May'25,2025,5,2,2025-Q2,FY2025-2026,0.819,,,,,,,,,,9,excel_current
Sandesh.com,Sandesh.com,False,,Gujarati,2025-06-01,Jun'25,2025,6,2,2025-Q2,FY2025-2026,0.9,0.819,,,9.89,0.081,,,,,8,excel_current
Sandesh.com,Sandesh.com,False,,Gujarati,2025-07-01,Jul'25,2025,7,3,2025-Q3,FY2025-2026,1.281,0.9,,,42.33,0.381,,,,,8,excel_current
Sandesh.com,Sandesh.com,False,,Gujarati,2025-08-01,Aug'25,2025,8,3,2025-Q3,FY2025-2026,1.252,1.281,0.819,,-2.26,-0.029,52.87,0.433,,,8,excel_current
Sandesh.com,Sandesh.com,False,,Gujarati,2025-09-01,Sep'25,2025,9,3,2025-Q3,FY2025-2026,0.93,1.252,0.9,,-25.72,-0.322,3.33,0.03,,,8,excel_current
Sandesh.com,Sandesh.com,False,,Gujarati,2025-10-01,Oct'25,2025,10,4,2025-Q4,FY2025-2026,0.992,0.93,1.281,0.06,6.67,0.062,-22.56,-0.289,1553.33,0.932,7,excel_current
Sandesh.com,Sandesh.com,False,,Gujarati,2025-11-01,Nov'25,2025,11,4,2025-Q4,FY2025-2026,0.866,0.992,1.252,0.086,-12.7,-0.126,-30.83,-0.386,906.98,0.78,8,excel_current
Sandesh.com,Sandesh.com,False,,Gujarati,2025-12-01,Dec'25,2025,12,4,2025-Q4,FY2025-2026,0.835,0.866,0.93,0.081,-3.58,-0.031,-10.22,-0.095,930.86,0.754,9,excel_current
Sandesh.com,Sandesh.com,False,,Gujarati,2026-01-01,Jan'26,2026,1,1,2026-Q1,FY2025-2026,0.821,0.835,0.992,,-1.68,-0.014,-17.24,-0.171,,,7,excel_current
Sandesh.com,Sandesh.com,False,,Gujarati,2026-02-01,Feb'26,2026,2,1,2026-Q1,FY2025-2026,0.92,0.821,0.866,,12.06,0.099,6.24,0.054,,,7,excel_current
Sandesh.com,Sandesh.com,False,,Gujarati,2026-03-01,Mar'26,2026,3,1,2026-Q1,FY2025-2026,1.15,0.92,0.835,,25.0,0.23,37.72,0.315,,,6,excel_current
Scroll.in,Scroll.in,False,,English,2022-01-01,Jan'22,2022,1,1,2022-Q1,FY2021-2022,6126.0,,,,,,,,,,11,excel_previous
Scroll.in,Scroll.in,False,,English,2022-02-01,Feb'22,2022,2,1,2022-Q1,FY2021-2022,3613.0,6126.0,,,-41.02,-2513.0,,,,,13,excel_previous
Scroll.in,Scroll.in,False,,English,2022-03-01,Mar'22,2022,3,1,2022-Q1,FY2021-2022,4971.0,3613.0,,,37.59,1358.0,,,,,11,excel_previous
Scroll.in,Scroll.in,False,,English,2022-04-01,Apr'22,2022,4,2,2022-Q2,FY2022-2023,4.0,4971.0,6126.0,,-99.92,-4967.0,-99.93,-6122.0,,,11,excel_previous
Scroll.in,Scroll.in,False,,English,2022-05-01,May'22,2022,5,2,2022-Q2,FY2022-2023,3.807,4.0,3613.0,,-4.83,-0.193,-99.89,-3609.193,,,11,excel_previous
Scroll.in,Scroll.in,False,,English,2022-06-01,Jun'22,2022,6,2,2022-Q2,FY2022-2023,5.036,3.807,4971.0,,32.28,1.229,-99.9,-4965.964,,,11,excel_previous
Scroll.in,Scroll.in,False,,English,2022-07-01,Jul'22,2022,7,3,2022-Q3,FY2022-2023,4.134,5.036,4.0,,-17.91,-0.902,3.35,0.134,,,12,excel_previous
Scroll.in,Scroll.in,False,,English,2022-08-01,Aug'22,2022,8,3,2022-Q3,FY2022-2023,4.812,4.134,3.807,,16.4,0.678,26.4,1.005,,,11,excel_previous
Scroll.in,Scroll.in,False,,English,2022-09-01,Sep'22,2022,9,3,2022-Q3,FY2022-2023,4.7,4.812,5.036,,-2.33,-0.112,-6.67,-0.336,,,11,excel_previous
Scroll.in,Scroll.in,False,,English,2022-10-01,Oct'22,2022,10,4,2022-Q4,FY2022-2023,4.244,4.7,4.134,,-9.7,-0.456,2.66,0.11,,,11,excel_previous
Scroll.in,Scroll.in,False,,English,2022-11-01,Nov'22,2022,11,4,2022-Q4,FY2022-2023,3.187,4.244,4.812,,-24.91,-1.057,-33.77,-1.625,,,11,excel_previous
Scroll.in,Scroll.in,False,,English,2022-12-01,Dec'22,2022,12,4,2022-Q4,FY2022-2023,2.821,3.187,4.7,,-11.48,-0.366,-39.98,-1.879,,,11,excel_previous
